,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,state
115,225 W Evergreen Ave,Elementary School,US,Chicago,United States,Evergreen and Wells,760,"['225 W Evergreen Ave (Evergreen and Wells)', 'Chicago, IL 60610', 'United States']",4b9905b1f964a5206c5c35e3,"[{'label': 'display', 'lat': 41.90646413457994, 'lng': -87.63580417045276}]",41.90646413,-87.63580417,Franklin Fine Arts Center,,60610,IL
12,631 W Belmont Ave,Playground,US,Chicago,United States,N Orchard St.,494,"['631 W Belmont Ave (N Orchard St.)', 'Chicago, IL 60657', 'United States']",4b9a4a15f964a520dfa935e3,,41.93972736,-87.64573494,Evergreen Park,,60657,IL
1752,3633 N California Ave,High School,US,Chicago,United States,at W. Addison St.,1127,"['3633 N California Ave (at W. Addison St.)', 'Chicago, IL 60618', 'United States']",4b9bf479f964a520243a36e3,"[{'label': 'display', 'lat': 41.94792170221386, 'lng': -87.6974101970969}]",41.9479217,-87.6974102,DePaul College Prep,,60618,IL
117,226 W Schiller St,Elementary School,US,Chicago,United States,,872,"['226 W Schiller St', 'Chicago, IL 60610', 'United States']",4b9fc154f964a520a93b37e3,"[{'label': 'display', 'lat': 41.907710986975545, 'lng': -87.63581545485256}]",41.90771099,-87.63581545,The Catherine Cook School,,60610,IL
757,Chicago Riverwalk,Plaza,US,Chicago,United States,btwn State & Wabash,864,"['Chicago Riverwalk (btwn State & Wabash)', 'Chicago, IL 60601', 'United States']",4b9fe290f964a520864737e3,"[{'label': 'display', 'lat': 41.88740633148396, 'lng': -87.62737481850243}]",41.88740633,-87.62737482,Vietnam Veterans Memorial,,60601,IL
1042,2045 N Lincoln Park W,Park,US,Chicago,United States,at N. Clark Street,1081,"['2045 N Lincoln Park W (at N. Clark Street)', 'Chicago, IL 60614', 'United States']",4ba39351f964a520ad4838e3,"[{'label': 'display', 'lat': 41.91961878255358, 'lng': -87.63628721237183}]",41.91961878,-87.63628721,Lincoln Park Cultural Center,,60614,IL
270,Pearson,Park,US,Chicago,United States,Lakeshore,1140,"['Pearson (Lakeshore)', 'Chicago, IL', 'United States']",4ba3b6c3f964a520725738e3,"[{'label': 'display', 'lat': 41.897273679111116, 'lng': -87.61993228906279}]",41.89727368,-87.61993229,Streeterville Park On Pearson,,,IL
183,2009 W Schiller St,Elementary School,US,Chicago,United States,Damen,902,"['2009 W Schiller St (Damen)', 'Chicago, IL 60622', 'United States']",4ba429c0f964a520fe8738e3,"[{'label': 'display', 'lat': 41.90670959155952, 'lng': -87.67801830986453}]",41.90670959,-87.67801831,A. N. Pritzker School,,60622,IL
1937,1 N State St Fl 7-L,High School,US,Chicago,United States,Washington,1311,"['1 N State St Fl 7-L (Washington)', 'Chicago, IL 60602', 'United States']",4ba4cf52f964a52005b738e3,"[{'label': 'display', 'lat': 41.8824171366725, 'lng': -87.62766737617423}]",41.88241714,-87.62766738,Muchin College Prep,,60602,IL
756,550 E Grand Ave,Park,US,Chicago,United States,btwn Streeter & LSD,961,"['550 E Grand Ave (btwn Streeter & LSD)', 'Chicago, IL 60611', 'United States']",4ba9279cf964a520e30f3ae3,"[{'label': 'display', 'lat': 41.89267220192396, 'lng': -87.61297069244975}]",41.8926722,-87.61297069,Jane Addams Memorial Park,,60611,IL
815,600 N Michigan Ave,Movie Theater,US,Chicago,United States,Ohio & rush,213,"['600 N Michigan Ave (Ohio & rush)', 'Chicago, IL 60611', 'United States']",4babb745f964a5202dc33ae3,"[{'label': 'display', 'lat': 41.89290551586898, 'lng': -87.62448278777985}]",41.89290552,-87.62448279,Ancient Theatre,,60611,IL
31,900 W Oakdale Avenue,Park,US,Chicago,United States,N Mildred Avenue,1050,"['900 W Oakdale Avenue (N Mildred Avenue)', 'Chicago, IL 60657', 'United States']",4badbd86f964a5205c663be3,"[{'label': 'display', 'lat': 41.935143104348555, 'lng': -87.65178925782193}]",41.9351431,-87.65178926,Weisman Park,,60657,IL
2473,,Indie Movie Theater,US,Chicago,United States,,1200,"['Chicago, IL 60613', 'United States']",4baea566f964a52076ca3be3,"[{'label': 'display', 'lat': 41.959702, 'lng': -87.654135}]",41.959702,-87.654135,Master Blaster Theater,,60613,IL
133,901 N Clark St,Park,US,Chicago,United States,Delaware,933,"['901 N Clark St (Delaware)', 'Chicago, IL 60610', 'United States']",4baeab81f964a5200dcd3be3,"[{'label': 'display', 'lat': 41.899288487031164, 'lng': -87.63045463001184}]",41.89928849,-87.63045463,Washington Square Park,,60610,IL
27,1100 W Irving Park Rd,Playground,US,Chicago,United States,Byron & Seminary,1236,"['1100 W Irving Park Rd (Byron & Seminary)', 'Chicago, IL 60613', 'United States']",4bafd763f964a5202e253ce3,"[{'label': 'display', 'lat': 41.95258463358161, 'lng': -87.65686511993407}]",41.95258463,-87.65686512,Challenger Park,,60613,IL
26,3800 N Seminary Ave,Park,US,Chicago,United States,at W. Grace St.,1117,"['3800 N Seminary Ave (at W. Grace St.)', 'Chicago, IL 60613', 'United States']",4bafdcc4f964a520ff263ce3,"[{'label': 'display', 'lat': 41.951128446295144, 'lng': -87.65688657760619}]",41.95112845,-87.65688658,Kelly Playlot Park,,60613,IL
1756,3400 N Rockwell St,Park,US,Chicago,United States,at Chicago River,1064,"['3400 N Rockwell St (at Chicago River)', 'Chicago, IL 60618', 'United States']",4bb233964019a593f08036b8,"[{'label': 'display', 'lat': 41.943691398506886, 'lng': -87.69402980804443}]",41.9436914,-87.69402981,Clark Park,,60618,IL
681,,Park,US,Chicago,United States,,535,"['3074 W Palmer Blvd', 'Chicago, IL 60647', 'United States']",4bb2879814cfd13a731415ab,"[{'label': 'display', 'lat': 41.921175913774476, 'lng': -87.70334542571072}]",41.92117591,-87.70334543,Palmer Square Park,,60647,IL
1862,2526 W Grand Ave,Playground,US,Chicago,United States,at N Campbell Ave,87,"['2526 W Grand Ave (at N Campbell Ave)', 'Chicago, IL 60612', 'United States']",4bb350ee14cfd13aa6d915ab,"[{'label': 'display', 'lat': 41.89319763065566, 'lng': -87.68949956527197}]",41.89319763,-87.68949957,Smith Park,,60612,IL
57,3500 N Lake Shore Dr,Dog Run,US,Chicago,United States,at Belmont Harbor,598,"['3500 N Lake Shore Dr (at Belmont Harbor)', 'Chicago, IL 60657', 'United States']",4bb3a0f7a32876b0b1fb01fe,"[{'label': 'display', 'lat': 41.94522627136729, 'lng': -87.64034257233061}]",41.94522627,-87.64034257,Belmont Harbor Dog Beach,,60657,IL
1444,1700 Marshfield Ave,Park,US,Chicago,United States,,873,"['1700 Marshfield Ave', 'Chicago, IL', 'United States']",4bb3e31b49bdc9b6e53d0c10,"[{'label': 'display', 'lat': 41.91348743444635, 'lng': -87.66883850097656}]",41.91348743,-87.6688385,Walsh Park,,,IL
746,541 N Fairbanks Ct,Office,US,Chicago,United States,between Grand Avenue and Ohio Street,446,"['541 N Fairbanks Ct (between Grand Avenue and Ohio Street)', 'Chicago, IL 60611', 'United States']",4bb3ea4d87aa95216daaacd1,"[{'label': 'display', 'lat': 41.89224670166139, 'lng': -87.62006521224976}]",41.8922467,-87.62006521,Chicago Park District: Administrative Offices,,60611,IL
59,3600 Recreation Dr,Golf Course,US,Chicago,United States,at Lake Shore Dr,1034,"['3600 Recreation Dr (at Lake Shore Dr)', 'Chicago, IL 60613', 'United States']",4bb4d3ae86a8d13a98efde7f,"[{'label': 'display', 'lat': 41.9523240176953, 'lng': -87.6418322270372}]",41.95232402,-87.64183223,Sydney R. Marovitz Golf Course,,60613,IL
209,2101 W Superior St,Playground,US,Chicago,United States,at N. Hoyne Ave.,826,"['2101 W Superior St (at N. Hoyne Ave.)', 'Chicago, IL 60612', 'United States']",4bb77609b35776b07a97c701,"[{'label': 'display', 'lat': 41.894774352458384, 'lng': -87.67962905711784}]",41.89477435,-87.67962906,Superior Park,,60612,IL
123,1034 N Wells St,High School,US,Chicago,United States,,547,"['1034 N Wells St', 'Chicago, IL 60610', 'United States']",4bbf382a85fbb713eec77167,"[{'label': 'display', 'lat': 41.90163483522437, 'lng': -87.63489806108623}]",41.90163484,-87.63489806,Walter Payton High School,,60610,IL
611,2528 N Racine Ave.,Park,US,Chicago,United States,Lill,877,"['2528 N Racine Ave. (Lill)', 'Chicago, IL 60614', 'United States']",4bc0bb20920eb713276d192c,"[{'label': 'display', 'lat': 41.92806139148126, 'lng': -87.65878663891225}]",41.92806139,-87.65878664,Supera Park,,60614,IL
990,2509 W Irving Park Rd,Park,US,Chicago,United States,,793,"['2509 W Irving Park Rd', 'Chicago, IL 60618', 'United States']",4bc0d2464cdfc9b6e88b9321,"[{'label': 'display', 'lat': 41.95349328763939, 'lng': -87.69168958056746}]",41.95349329,-87.69168958,Revere Park,,60618,IL
592,2250 N Clifton Ave,Park,US,Chicago,United States,btwn W Webster Ave. & N Racine Ave.,781,"['2250 N Clifton Ave (btwn W Webster Ave. & N Racine Ave.)', 'Chicago, IL 60614', 'United States']",4bc0ea8b74a9a593bdf5d0f6,"[{'label': 'display', 'lat': 41.92208355004639, 'lng': -87.65704153373512}]",41.92208355,-87.65704153,Trebes Park,,60614,IL
586,2400 N Halsted,Park,US,Chicago,United States,Lincoln Ave,32,"['2400 N Halsted (Lincoln Ave)', 'Chicago, IL 60614', 'United States']",4bc0f30b74a9a5931508d1f6,"[{'label': 'display', 'lat': 41.92574572461464, 'lng': -87.64889600897331}]",41.92574572,-87.64889601,Julia Porter Park,,60614,IL
528,Diversey and Stockton,Sculpture Garden,US,Chicago,United States,,1192,"['Diversey and Stockton', 'Chicago, IL 60614', 'United States']",4bc2328d920eb7131ad71b2c,"[{'label': 'display', 'lat': 41.93153158729213, 'lng': -87.63856525291907}]",41.93153159,-87.63856525,Alexander Hamilton Statue,,60614,IL
397,,Park,US,Chicago,United States,,965,"['Chicago, IL 60613', 'United States']",4bc7341a2f94d13ac26a117f,"[{'label': 'display', 'lat': 41.95146295882451, 'lng': -87.66565286502296}]",41.95146296,-87.66565287,Blaine Park,,60613,IL
1402,2400 N. Lake Shore Dr.,Beach,US,Chicago,United States,at Fullerton Ave.,807,"['2400 N. Lake Shore Dr. (at Fullerton Ave.)', 'Chicago, IL 60657', 'United States']",4bc74f0492b376b0f9734f3a,"[{'label': 'display', 'lat': 41.92304624414657, 'lng': -87.629683491679}]",41.92304624,-87.62968349,Fullerton Beach,,60657,IL
1574,353 N Desplaines St,Dog Run,US,Chicago,United States,at Kinzie St.,867,"['353 N Desplaines St (at Kinzie St.)', 'Chicago, IL 60661', 'United States']",4bc7ce048b7c9c74994137cf,"[{'label': 'display', 'lat': 41.88867496223788, 'lng': -87.64328735264849}]",41.88867496,-87.64328735,Park No. 551,,60661,IL
600,401 W Belden Ave,Park,US,Chicago,United States,at W Belden Ave,818,"['401 W Belden Ave (at W Belden Ave)', 'Chicago, IL 60614', 'United States']",4bc8a5b315a7ef3bf18b7bda,"[{'label': 'display', 'lat': 41.92364634489647, 'lng': -87.63919879513018}]",41.92364634,-87.6391988,Mid-North Park,,60614,IL
92,1825 N Damen Ave,Park,US,Chicago,United States,at W. Churchill St.,951,"['1825 N Damen Ave (at W. Churchill St.)', 'Chicago, IL 60614', 'United States']",4bcb213a937ca59307e2a892,"[{'label': 'display', 'lat': 41.91447721954996, 'lng': -87.67716535413847}]",41.91447722,-87.67716535,Churchill Field Park,,60614,IL
192,1147 N Western Ave,High School,US,Chicago,United States,Division,1225,"['1147 N Western Ave (Division)', 'Chicago, IL 60622', 'United States']",4bccbed468f976b03b316383,"[{'label': 'display', 'lat': 41.90272195466767, 'lng': -87.68655591552522}]",41.90272195,-87.68655592,Roberto Clemente Community Academy,,60622,IL
421,,Elementary School,US,Chicago,United States,,519,"['Chicago, IL 60647', 'United States']",4bcdaaf90687ef3b1631e1cc,"[{'label': 'display', 'lat': 41.92990524491718, 'lng': -87.71889995249296}]",41.92990524,-87.71889995,James Monroe Elementary,,60647,IL
30,3866-3930 N Seminary Ave,Park,US,Chicago,United States,Dakin,1270,"['3866-3930 N Seminary Ave (Dakin)', 'Chicago, IL 60613', 'United States']",4bce042dcc8cd13ad195c3cf,"[{'label': 'display', 'lat': 41.9529417644183, 'lng': -87.65691124476342}]",41.95294176,-87.65691124,Kelly Park,,60613,IL
1893,,Park,US,,United States,,895,"['Illinois', 'United States']",4bd257c3462cb713ed45dc07,"[{'label': 'display', 'lat': 41.973898, 'lng': -87.667659}]",41.973898,-87.667659,Griffins's Stroller,,,Illinois
114,814 W Eastman St,School,US,Chicago,United States,,950,"['814 W Eastman St', 'Chicago, IL 60642', 'United States']",4bd5fb786f6495210e1370ec,"[{'label': 'display', 'lat': 41.9076558823306, 'lng': -87.64880442492415}]",41.90765588,-87.64880442,The British School Of Chicago,,60642,IL
184,1148 N Honore St,Elementary School,US,Chicago,United States,at Division St.,370,"['1148 N Honore St (at Division St.)', 'Chicago, IL 60622', 'United States']",4bd72e7835aad13aaa538ef3,"[{'label': 'display', 'lat': 41.90278, 'lng': -87.67431557178497}]",41.90278,-87.67431557,Anderson Elementary School,,60622,IL
0,3252 N Broadway St,Elementary School,US,Chicago,United States,at Melrose,351,"['3252 N Broadway St (at Melrose)', 'Chicago, IL 60657', 'United States']",4bd991b6d2cbc92832e9d0ad,"[{'label': 'display', 'lat': 41.94159360011419, 'lng': -87.64462679813943}]",41.9415936,-87.6446268,Nettlehorst Elementary School,,60657,IL
2136,1762 W Diversey Pkwy,Playground,US,Chicago,United States,btwn Wolfram & Hermitage,754,"['1762 W Diversey Pkwy (btwn Wolfram & Hermitage)', 'Chicago, IL 60657', 'United States']",4bdc625fc79cc928f94986e9,"[{'label': 'display', 'lat': 41.93315345352065, 'lng': -87.67284411344092}]",41.93315345,-87.67284411,Chi Che Wang Park,,60657,IL
1903,,Park,US,Chicago,United States,,1001,"['Chicago, IL 60625', 'United States']",4bdc77712a3a0f4756f8b2b6,"[{'label': 'display', 'lat': 41.967631, 'lng': -87.68774375}]",41.967631,-87.68774375,Harry & Gunther Kempf Plaza,,60625,IL
683,2636 N Kimball Ave,Park,US,Chicago,United States,,833,"['2636 N Kimball Ave', 'Chicago, IL 60647', 'United States']",4bde1a1fe75c0f4716f2c603,,41.93020845,-87.71229943,Unity Park,,60647,IL
118,1420 N Hudson Ave,Elementary School,US,Chicago,United States,,785,"['1420 N Hudson Ave', 'Chicago, IL 60610', 'United States']",4be05d784f15c92823fcca0b,"[{'label': 'display', 'lat': 41.90808942515202, 'lng': -87.6402758658658}]",41.90808943,-87.64027587,Manierre School,,60610,IL
614,,Park,US,Chicago,United States,,515,"['Chicago, IL 60614', 'United States']",4be71e2ed4f7c9b6a57c2720,"[{'label': 'display', 'lat': 41.92825062799536, 'lng': -87.6537626373939}]",41.92825063,-87.65376264,"Lincoln, Wrightwood, Sheffield",,60614,IL
754,225 N Michigan Ave,Office,US,Chicago,United States,,991,"['225 N Michigan Ave', 'Chicago, IL 60601', 'United States']",4bf28f9382002d7f96aad0bb,"[{'label': 'display', 'lat': 41.88590247541995, 'lng': -87.62432068119794}]",41.88590248,-87.62432068,225 N Michigan Avenue,,60601,IL
986,1710 W Addison St,Elementary School,US,Chicago,United States,at N Paulina St,962,"['1710 W Addison St (at N Paulina St)', 'Chicago, IL 60613', 'United States']",4bf5cba24d5f20a1ee3498fe,"[{'label': 'display', 'lat': 41.94702486793268, 'lng': -87.67237264181341}]",41.94702487,-87.67237264,St Andrew School,,60613,IL
69,3145 N Sheffield Ave,Indie Movie Theater,US,Chicago,United States,at Belmont Ave,720,"['3145 N Sheffield Ave (at Belmont Ave)', 'Chicago, IL 60657', 'United States']",4bf6b477bb5176b0e80b5bb2,"[{'label': 'display', 'lat': 41.93973747442297, 'lng': -87.65392978525628}]",41.93973747,-87.65392979,Brew & View,,60657,IL
682,W Logan Blvd,Park,US,Chicago,United States,btwn N Campbell Ave & N Kedzie Ave,402,"['W Logan Blvd (btwn N Campbell Ave & N Kedzie Ave)', 'Chicago, IL 60647', 'United States']",4bf8552e508c0f476d5f3e31,"[{'label': 'display', 'lat': 41.926447765612764, 'lng': -87.70760338491252}]",41.92644777,-87.70760338,Logan Boulevard,,60647,IL
165,600 N Kingsbury St,Surf Spot,US,Chicago,United States,Ontario,926,"['600 N Kingsbury St (Ontario)', 'Chicago, IL 60654', 'United States']",4bf9942db182c9b6df30795a,"[{'label': 'display', 'lat': 41.89276937571584, 'lng': -87.64166840204379}]",41.89276938,-87.6416684,Park Place Pool,,60654,IL
139,841 W Chestnut St,Park,US,Chicago,United States,at N Franklin St,600,"['841 W Chestnut St (at N Franklin St)', 'Chicago, IL 60610', 'United States']",4c013c379a950f4785c308c6,"[{'label': 'display', 'lat': 41.89773376856217, 'lng': -87.63579440585801}]",41.89773377,-87.63579441,Chestnut Park,,60610,IL
188,Ashland Ave,High School,US,Chicago,United States,Augusta Blvd,413,"['Ashland Ave (Augusta Blvd)', 'Chicago, IL 60622', 'United States']",4c02ed85f56c2d7f3f311c66,"[{'label': 'display', 'lat': 41.898795678805484, 'lng': -87.66749583558857}]",41.89879568,-87.66749584,William H. Wells Community H.S.,,60622,IL
1978,201 E Randolph St,Monument / Landmark,US,Chicago,United States,,1046,"['201 E Randolph St', 'Chicago, IL 60601', 'United States']",4c06e1148a81c9b6aa6c2690,"[{'label': 'display', 'lat': 41.88357389690436, 'lng': -87.62287281140273}]",41.8835739,-87.62287281,Millennium Park Welcome Center,,60601,IL
2415,1734 N Orleans St,School,US,Chicago,United States,,916,"['1734 N Orleans St', 'Chicago, IL 60614', 'United States']",4c093493ffb8c9b6a67c6961,"[{'label': 'display', 'lat': 41.956831173341904, 'lng': -87.65285051722782}]",41.95683117,-87.65285052,LaSalle Language Academy,,60614,IL
801,600 N Lake Shore Dr,Other Great Outdoors,US,Chicago,United States,Ohio St,787,"['600 N Lake Shore Dr (Ohio St)', 'Chicago, IL 60611', 'United States']",4c0bc2cea1b32d7f6f6e9bf0,"[{'label': 'display', 'lat': 41.892569876359026, 'lng': -87.61520146333281}]",41.89256988,-87.61520146,Lake Front Path-Ohio St.,,60611,IL
1892,5233 N Ashland Ave,Park,US,Chicago,United States,at W Farragut Ave,1088,"['5233 N Ashland Ave (at W Farragut Ave)', 'Chicago, IL 60640', 'United States']",4c0d0e21d64c0f471316265d,"[{'label': 'display', 'lat': 41.977104175155716, 'lng': -87.6694044544736}]",41.97710418,-87.66940445,Andersonville Playlot Park,,60640,IL
619,,Park,US,Chicago,United States,,891,"['Chicago, IL 60614', 'United States']",4c1052faf1b6a593b8d27b27,"[{'label': 'display', 'lat': 41.92762890348474, 'lng': -87.65914617658856}]",41.9276289,-87.65914618,The Lilly Pad,,60614,IL
1298,2554 W Moffat St,Park,US,Chicago,United States,at N. Rockwell St.,974,"['2554 W Moffat St (at N. Rockwell St.)', 'Chicago, IL 60647', 'United States']",4c11175381e976b0883010eb,"[{'label': 'display', 'lat': 41.914986489339896, 'lng': -87.6920249872869}]",41.91498649,-87.69202499,Flower (Lucy) Park,,60647,IL
940,1337 W Ohio St,High School,US,Chicago,United States,,819,"['1337 W Ohio St', 'Chicago, IL 60642', 'United States']",4c13a4427f7f2d7f825cdf68,"[{'label': 'display', 'lat': 41.89226802121163, 'lng': -87.66106679080131}]",41.89226802,-87.66106679,Rauner College Prep,,60642,IL
581,615 W Kemper Pl,Elementary School,US,Chicago,United States,,373,"['615 W Kemper Pl', 'Chicago, IL 60614', 'United States']",4c163ae17f7f2d7f8a9be368,"[{'label': 'display', 'lat': 41.924533204518056, 'lng': -87.64445334698178}]",41.9245332,-87.64445335,Abraham Lincoln Elementary,,60614,IL
1898,1400 W Winona,Park,US,Chicago,United States,at N Glenwood Ave,1119,"['1400 W Winona (at N Glenwood Ave)', 'Chicago, IL 60640', 'United States']",4c19598298f4a593a6f8fff5,"[{'label': 'display', 'lat': 41.97389548333334, 'lng': -87.66427123333334}]",41.97389548,-87.66427123,Neighborhood Nights,,60640,IL
1367,2401 N. Lake Shore Drive,Performing Arts Venue,US,Chicago,United States,Fullerton,1095,"['2401 N. Lake Shore Drive (Fullerton)', 'Chicago, IL 60614', 'United States']",4c19629a4ff90f47c4e60f49,"[{'label': 'display', 'lat': 41.927100329095175, 'lng': -87.63073841677247}]",41.92710033,-87.63073842,Theater On The Lake,Lincoln Park,60614,IL
207,907 N Western Ave,Park,US,Chicago,United States,,1208,"['907 N Western Ave', 'Chicago, IL 60622', 'United States']",4c1fe5b463750f4727d6bb67,"[{'label': 'display', 'lat': 41.89829079311066, 'lng': -87.68674143996597}]",41.89829079,-87.68674144,Western Park,,60622,IL
1368,Lakefront Trail,Park,US,Chicago,United States,North of the Beach,1045,"['Lakefront Trail (North of the Beach)', 'Chicago, IL 60614', 'United States']",4c2120de11de20a11eda82ce,"[{'label': 'display', 'lat': 41.92624816554559, 'lng': -87.63007253689129}]",41.92624817,-87.63007254,The Rocks at Fullerton Beach,,60614,IL
137,630 N Kingsbury St,Movie Theater,US,Chicago,United States,btwn Erie & Ontario,850,"['630 N Kingsbury St (btwn Erie & Ontario)', 'Chicago, IL 60654', 'United States']",4c21709013c00f47a30d86de,"[{'label': 'display', 'lat': 41.89345622865577, 'lng': -87.64198444345466}]",41.89345623,-87.64198444,Movies in the Parks (Erie Park),,60654,IL
86,,Park,US,Chicago,United States,,726,"['Chicago, IL 60614', 'United States']",4c23ef75f7ced13a140e226d,"[{'label': 'display', 'lat': 41.918843, 'lng': -87.67321}]",41.918843,-87.67321,Goldenrod Park,,60614,IL
686,2047 N Spaulding Ave,Playground,US,Chicago,United States,at W Dickens Ave,257,"['2047 N Spaulding Ave (at W Dickens Ave)', 'Chicago, IL 60647', 'United States']",4c2950cced0ac9b669af61aa,,41.92090385,-87.71042314,Maple Park,,60647,IL
716,2579 N Milwaukee Ave,Indie Movie Theater,US,Chicago,United States,at W Logan Blvd,659,"['2579 N Milwaukee Ave (at W Logan Blvd)', 'Chicago, IL 60647', 'United States']",4c2a480e355cef3b73f8cc56,"[{'label': 'display', 'lat': 41.928527347857816, 'lng': -87.70622849464417}]",41.92852735,-87.70622849,Logan Square International Film Series,,60647,IL
2330,1741 N Western Ave,Indie Movie Theater,US,Chicago,United States,St. Paul,862,"['1741 N Western Ave (St. Paul)', 'Chicago, IL 60647', 'United States']",4c2b7d038ef52d7f487431ba,"[{'label': 'display', 'lat': 41.913314, 'lng': -87.687265}]",41.913314,-87.687265,"BulletProof Film, Inc.",,60647,IL
19,3141 N Kenmore Ave,Playground,US,Chicago,United States,btw Belmont Ave. & Barry Ave.,824,"['3141 N Kenmore Ave (btw Belmont Ave. & Barry Ave.)', 'Chicago, IL 60657', 'United States']",4c2e3180987f20a1c3ba4aaa,"[{'label': 'display', 'lat': 41.9393231723654, 'lng': -87.65510973291818}]",41.93932317,-87.65510973,Kenmore Park,,60657,IL
60,,Beach,US,Chicago,United States,,955,"['Chicago, IL 60611', 'United States']",4c2e7e6c7cc0c9b6972fea9a,"[{'label': 'display', 'lat': 41.95007435149174, 'lng': -87.63923504984703}]",41.95007435,-87.63923505,Waterfront Lakeview,,60611,IL
199,1461 W. Ohio St.,Playground,US,Chicago,United States,btwn Armour & Bishop,1079,"['1461 W. Ohio St. (btwn Armour & Bishop)', 'Chicago, IL 60622', 'United States']",4c333dd4452620a1153b230f,,41.89239556,-87.66389986,Bickerdike Square Park,,60622,IL
728,River North,Park,US,Chicago,United States,,99,"['River North', 'Chicago, IL 60654', 'United States']",4c348647452620a14a36250f,"[{'label': 'display', 'lat': 41.894497, 'lng': -87.625343}]",41.894497,-87.625343,Random Historical Building,,60654,IL
303,North Ave Beach,Gym / Fitness Center,US,Chicago,United States,,1114,"['North Ave Beach', 'Chicago, IL', 'United States']",4c38ab932c8020a16b368b00,"[{'label': 'display', 'lat': 41.91660906679044, 'lng': -87.62722134590149}]",41.91660907,-87.62722135,SMLXL Fitness Beach Boot Camp,,,IL
145,849 N Franklin St,Dog Run,US,Chicago,United States,at W Institute Pl,558,"['849 N Franklin St (at W Institute Pl)', 'Chicago, IL 60610', 'United States']",4c3b90eb5810a593dfe0ba3c,"[{'label': 'display', 'lat': 41.89803272173563, 'lng': -87.63611727837885}]",41.89803272,-87.63611728,Parc Chestnut Dog Run,,60610,IL
1967,Lakeshore dr,Park,US,Chicago,United States,,1004,"['Lakeshore dr', 'Chicago, IL', 'United States']",4c3cad97b169c9b6de094668,"[{'label': 'display', 'lat': 41.883969, 'lng': -87.61717}]",41.883969,-87.61717,Wills Grassy Slice Of Heaven,,,IL
2238,,Park,US,Chicago,United States,,1080,"['Chicago, IL 60612', 'United States']",4c3cb15015cb1b8d22f67adc,"[{'label': 'display', 'lat': 41.88390818248997, 'lng': -87.67132759094238}]",41.88390818,-87.67132759,WestHaven Park,,60612,IL
81,2236 N Rockwell St,Elementary School,US,Chicago,United States,at Lyndale St,985,"['2236 N Rockwell St (at Lyndale St)', 'Chicago, IL 60647', 'United States']",4c3e1f27d13aef3bee7f9339,"[{'label': 'display', 'lat': 41.92241238105659, 'lng': -87.69216671707653}]",41.92241238,-87.69216672,Goethe Elementary School,,60647,IL
313,,Beach,US,Chicago,United States,,707,"['Chicago, IL 60611', 'United States']",4c3f9c4c3735be9a95ab15a4,"[{'label': 'display', 'lat': 41.900947, 'lng': -87.621704}]",41.900947,-87.621704,Chicago Bocce League,,60611,IL
394,4437 N Magnolia Ave,Playground,US,Chicago,United States,btwn Montrose & Sunnyside,731,"['4437 N Magnolia Ave (btwn Montrose & Sunnyside)', 'Chicago, IL 60640', 'United States']",4c42364bff711b8d2b351305,"[{'label': 'display', 'lat': 41.9631937788359, 'lng': -87.66039400822493}]",41.96319378,-87.66039401,Broncho Billy Park,,60640,IL
6,613 W Bittersweet Pl,High School,US,Chicago,United States,at N Marine Dr,1196,"['613 W Bittersweet Pl (at N Marine Dr)', 'Chicago, IL 60613', 'United States']",4c4455bef97fbe9a48fbba30,"[{'label': 'display', 'lat': 41.95470704078361, 'lng': -87.64608665259662}]",41.95470704,-87.64608665,Lycée Français de Chicago,,60613,IL
428,2732 N Avers Ave,Playground,US,Chicago,United States,at Diversey,103,"['2732 N Avers Ave (at Diversey)', 'Chicago, IL 60647', 'United States']",4c4ef285d667d13a98d33ba1,,41.93164193,-87.72413757,Kosciuszko Park,,60647,IL
187,1000 n. Ashland,High School,US,Chicago,United States,,297,"['1000 n. Ashland', 'Chicago, IL', 'United States']",4c4f21ea92b6a593cad11371,"[{'label': 'display', 'lat': 41.89948513065125, 'lng': -87.66873490985515}]",41.89948513,-87.66873491,Wells High School,,,IL
430,2945 N Kenosha Ave,Park,US,Chicago,United States,btwn Wellington & George,784,"['2945 N Kenosha Ave (btwn Wellington & George)', 'Chicago, IL 60641', 'United States']",4c52e6e6048b1b8d100d1d31,,41.93400812,-87.73354431,Ken-Well Park,,60641,IL
258,1249 N. Astor St.,Park,US,Chicago,United States,,180,"['1249 N. Astor St.', 'Chicago, IL 60610', 'United States']",4c55fab63e2220a1c50237a5,"[{'label': 'display', 'lat': 41.90548705561389, 'lng': -87.62678146362305}]",41.90548706,-87.62678146,Goudy (William) Square Park,,60610,IL
112,640 W Scott St,Elementary School,US,Chicago,United States,at W Division St,556,"['640 W Scott St (at W Division St)', 'Chicago, IL 60610', 'United States']",4c59d7c667ac0f47ce3f054c,"[{'label': 'display', 'lat': 41.90516568092888, 'lng': -87.64535088068563}]",41.90516568,-87.64535088,Skinner North Classical School,,60610,IL
1653,38 S Peoria St,Elementary School,US,Chicago,United States,,1517,"['38 S Peoria St', 'Chicago, IL 60607', 'United States']",4c5b0d38b05c1b8d93c4d9b1,"[{'label': 'display', 'lat': 41.88080492119572, 'lng': -87.65007913112646}]",41.88080492,-87.65007913,Chicago Virtual Charter School,,60607,IL
